,Link,Team,g,Conference,total_wins,win_percentage,srs,sos,opp_pass_cmp,opp_pass_att,opp_pass_cmp_pct,opp_pass_yds,opp_pass_td,opp_tot_yds,opp_tot_yds_per_play,opp_first_down,opp_penalty,opp_turnovers,ppg,oppg,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,rush_att,rush_yds,rush_yds_per_att,rush_td,tot_plays,tot_yds,tot_yds_per_play,first_down,penalty,turnovers
G29T12017,https://www.sports-reference.com/cfb/schools/ohio-state/2017.html,Ohio State,13,Big Ten (East Division),11,0.8461538461538461,21.82,7.89,17.6,31.9,55.0,195.9,1.1,300.9,4.4,16.7,5.9,1.7,42.41538461538461,19.923076923076923,21.23076923076923,32.5076923076923,0.6530998580217701,274.24615384615385,3.015384615384615,43.92307692307692,249.58461538461538,5.682311733800351,-9.953846153846154,74.81538461538463,523.8307692307692,7.0016450750565475,26.246153846153845,7.200000000000001,1.4307692307692306
G29T22017,https://www.sports-reference.com/cfb/schools/southern-california/2017.html,Southern California,13,Pac-12 (South Division),11,0.8461538461538461,12.37,5.09,18.4,33.9,54.3,237.0,1.6,396.3,5.6,20.1,6.7,1.8,34.56923076923077,26.261538461538464,21.800000000000004,34.338461538461544,0.6348566308243728,294.61538461538464,2.046153846153846,38.0,196.1384615384615,5.161538461538461,-2.123076923076923,73.03076923076922,490.75384615384615,6.719823046134401,24.4,7.953846153846153,1.7384615384615383
G30T12017,https://www.sports-reference.com/cfb/schools/wake-forest/2017.html,Wake Forest,12,ACC (Atlantic Division),7,0.5833333333333334,11.42,6.03,22.8,40.2,56.7,271.5,1.5,457.3,5.6,24.1,4.8,1.6,33.65833333333333,26.325000000000003,19.650000000000002,31.45,0.6248012718600955,266.53333333333336,2.375,40.550000000000004,184.19166666666663,4.542334566378955,-18.825,72.14166666666667,450.72499999999997,6.247776365946632,22.11666666666667,5.408333333333332,0.9166666666666666
G30T22017,https://www.sports-reference.com/cfb/schools/texas-am/2017.html,Texas A&M,12,SEC (West Division),7,0.5833333333333334,3.36,3.05,19.0,31.8,59.8,237.6,2.2,408.6,5.6,19.8,5.4,1.7,31.09166666666667,28.674999999999997,17.625,32.125,0.5486381322957199,230.54999999999998,1.508333333333333,36.891666666666666,158.98333333333332,4.309464648746329,-7.416666666666667,71.79166666666667,389.53333333333336,5.425885084155543,19.0,5.050000000000001,1.375
G31T12017,https://www.sports-reference.com/cfb/schools/iowa-state/2017.html,Iowa State,12,Big 12,7,0.5833333333333334,9.77,3.85,21.8,32.5,67.1,238.2,1.8,366.2,5.4,19.9,7.2,1.5,29.88333333333333,20.974999999999998,23.025000000000002,36.59166666666667,0.6292416306080619,269.47499999999997,2.1083333333333334,32.36666666666667,119.85833333333333,3.7031410916580842,-1.3666666666666665,68.625,389.3333333333333,5.673345476624164,21.025000000000002,4.516666666666667,0.7833333333333333
G31T22017,https://www.sports-reference.com/cfb/schools/memphis/2017.html,Memphis,12,American (West Division),10,0.8333333333333334,8.52,-0.79,21.8,37.4,58.2,282.1,2.4,466.2,5.8,24.5,7.5,2.4,47.625,33.458333333333336,23.816666666666666,37.875,0.6288228822882288,339.0833333333333,3.0833333333333335,34.949999999999996,209.10833333333332,5.983071053886505,-1.7083333333333333,73.51666666666667,548.1916666666667,7.45669916118794,25.88333333333333,8.791666666666666,1.3
G32T12017,https://www.sports-reference.com/cfb/schools/mississippi-state/2017.html,Mississippi State,12,SEC (West Division),8,0.6666666666666666,11.85,3.85,12.2,24.2,50.6,174.7,1.0,306.3,5.2,13.5,4.9,1.6,32.083333333333336,20.391666666666666,15.008333333333333,27.799999999999997,0.5398681055155876,170.22500000000002,1.4083333333333334,51.199999999999996,249.59166666666667,4.874837239583334,-20.591666666666665,75.97500000000001,419.81666666666666,5.525721180212789,23.0,5.800000000000001,1.5916666666666666
G32T22017,https://www.sports-reference.com/cfb/schools/louisville/2017.html,Louisville,12,ACC (Atlantic Division),8,0.6666666666666666,9.67,3.75,17.2,29.6,58.2,224.7,1.4,388.1,5.6,20.5,5.7,1.8,39.025,27.099999999999998,21.99166666666667,36.09166666666667,0.6093280997460172,310.53333333333336,2.216666666666667,38.69166666666667,249.94166666666663,6.45983200516907,-12.875,74.11666666666666,560.475,7.562064313020015,27.691666666666666,6.324999999999999,1.4000000000000001
G33T12017,https://www.sports-reference.com/cfb/schools/penn-state/2017.html,Penn State,12,Big Ten (East Division),10,0.8333333333333334,21.62,6.31,20.2,34.5,58.4,211.5,0.9,330.8,4.8,17.4,6.2,1.9,41.60833333333334,15.541666666666666,22.466666666666665,34.71666666666667,0.6471435429668746,285.8833333333333,2.5416666666666665,34.175000000000004,167.46666666666667,4.900268227261643,-13.883333333333333,69.14166666666667,453.24166666666673,6.555260937688322,22.61666666666667,4.383333333333334,0.8333333333333334
G33T22017,https://www.sports-reference.com/cfb/schools/washington/2017.html,Washington,12,Pac-12 (North Division),10,0.8333333333333334,16.22,1.61,20.9,32.1,65.2,197.2,0.8,298.8,4.4,16.8,4.2,1.8,36.88333333333333,14.525,18.458333333333332,26.61666666666667,0.6934877896055102,221.79999999999998,1.5416666666666667,37.016666666666666,189.79999999999998,5.1274200810445745,-5.633333333333333,63.88333333333333,411.7083333333333,6.444690842681972,21.36666666666667,4.216666666666667,0.7833333333333333
G34T12017,https://www.sports-reference.com/cfb/schools/wisconsin/2017.html,Wisconsin,13,Big Ten (West Division),12,0.9230769230769231,22.61,6.18,13.7,28.2,48.6,163.6,0.8,262.1,4.4,14.0,5.4,2.1,33.78461538461538,13.123076923076923,13.953846153846154,22.36923076923077,0.623796423658872,187.03076923076924,1.6307692307692307,45.52307692307693,229.44615384615383,5.040216289286921,-8.76923076923077,67.12307692307694,416.4769230769231,6.204675681870271,20.87692307692308,5.584615384615385,1.7538461538461538
G34T22017,https://www.sports-reference.com/cfb/schools/miami-fl/2017.html,Miami (FL),12,ACC (Coastal Division),10,0.8333333333333334,14.98,6.29,19.7,34.4,57.3,217.1,1.5,364.2,4.8,20.8,5.7,2.4,29.525000000000002,19.916666666666668,18.041666666666668,33.36666666666667,0.5407092907092907,245.79166666666666,2.0833333333333335,32.28333333333334,159.70000000000002,4.946824987093443,-12.875,65.29166666666667,405.59999999999997,6.212125079770261,19.491666666666667,5.300000000000001,1.2666666666666666
G35T12017,https://www.sports-reference.com/cfb/schools/alabama/2017.html,Alabama,13,SEC (West Division),12,0.9230769230769231,21.25,5.46,16.4,30.4,53.8,165.7,0.6,261.4,4.0,15.4,4.4,1.7,37.95384615384615,11.046153846153846,14.415384615384616,23.16923076923077,0.6221779548472776,193.8923076923077,1.9230769230769231,44.60000000000001,255.72307692307692,5.733701276302172,-11.353846153846153,67.23076923076923,449.723076923077,6.689244851258582,22.36923076923077,4.815384615384616,0.6769230769230768
G35T22017,https://www.sports-reference.com/cfb/schools/clemson/2017.html,Clemson,13,ACC (Atlantic Division),12,0.9230769230769231,20.62,6.83,14.9,28.3,52.5,161.9,1.1,276.7,4.3,14.8,5.3,1.4,35.39999999999999,12.8,22.415384615384617,33.23076923076923,0.674537037037037,244.07692307692307,1.2923076923076924,41.52307692307693,205.07692307692307,4.9388662467580575,-1.7999999999999998,75.06153846153846,449.15384615384613,5.983808157409305,22.723076923076924,4.96923076923077,1.0307692307692309
G36T12017,https://www.sports-reference.com/cfb/schools/central-florida/2017.html,Central Florida,12,American (East Division),12,1.0,16.9,-0.8,20.1,36.2,55.5,268.1,1.8,427.9,5.7,21.5,8.3,2.5,49.38333333333333,25.158333333333335,22.608333333333334,32.4,0.6977880658436214,339.28333333333336,2.9749999999999996,38.791666666666664,201.71666666666667,5.2,-10.833333333333334,71.10833333333333,540.8916666666667,7.606586194773233,25.63333333333333,8.433333333333334,1.2166666666666666
G36T22017,https://www.sports-reference.com/cfb/schools/auburn/2017.html,Auburn,13,SEC (West Division),10,0.7692307692307693,17.95,6.38,16.6,30.6,54.2,182.6,1.1,319.6,4.7,16.6,6.0,1.4,34.43076923076923,17.307692307692307,17.446153846153845,26.092307692307692,0.668632075471698,225.8923076923077,1.5384615384615385,46.12307692307692,228.16923076923078,4.946964643095397,-4.338461538461538,72.03076923076922,453.9538461538462,6.302221272960274,21.861538461538462,4.230769230769231,1.2769230769230768
G37T12017,https://www.sports-reference.com/cfb/schools/georgia/2017.html,Georgia,14,SEC (East Division),13,0.9285714285714286,22.47,7.01,16.3,29.1,55.8,168.9,1.3,294.9,4.7,15.6,5.2,1.3,36.285714285714285,15.714285714285712,12.142857142857142,19.464285714285715,0.6238532110091742,172.96428571428572,1.6428571428571428,45.82142857142857,267.35714285714283,5.834762275915822,-6.5,64.35714285714286,440.32142857142856,6.8418423973362925,20.607142857142858,6.321428571428571,1.0357142857142858
G37T22017,https://www.sports-reference.com/cfb/schools/oklahoma/2017.html,Oklahoma,13,Big 12,12,0.9230769230769231,19.05,5.26,19.1,31.8,60.0,238.4,1.6,394.9,5.8,20.4,5.3,1.3,44.87692307692308,25.030769230769234,21.953846153846158,30.507692307692306,0.719616742309632,367.4,3.430769230769231,39.23076923076923,215.93846153846155,5.504313725490196,-16.03076923076923,69.04615384615386,583.3384615384616,8.448529411764707,25.93846153846154,6.276923076923078,0.8923076923076922
G38T12017,https://www.sports-reference.com/cfb/schools/notre-dame/2017.html,Notre Dame,12,Ind,9,0.75,19.41,8.94,19.4,34.2,56.6,214.7,1.8,369.2,5.0,20.1,6.5,1.5,35.300000000000004,21.875,13.75,27.025000000000002,0.5087881591119333,175.80833333333337,1.4583333333333333,44.25,279.125,6.307909604519774,-9.908333333333333,70.85833333333333,454.93333333333334,6.420322239209691,21.358333333333334,5.949999999999999,1.241666666666667
G38T22017,https://www.sports-reference.com/cfb/schools/louisiana-state/2017.html,Louisiana State,12,SEC (West Division),9,0.75,11.77,3.93,15.5,29.1,53.4,187.6,0.8,316.6,5.1,16.3,4.8,1.4,28.049999999999997,18.724999999999998,13.366666666666667,22.275000000000002,0.6000748222970445,201.375,1.241666666666667,44.15833333333333,210.73333333333332,4.772221173806378,-12.108333333333334,65.68333333333334,412.10833333333335,6.274168992641461,19.941666666666666,5.866666666666666,0.65
G39T12017,https://www.sports-reference.com/cfb/schools/south-carolina/2017.html,South Carolina,12,SEC (East Division),8,0.6666666666666666,7.77,3.85,19.9,33.8,58.9,226.0,1.1,367.1,5.2,20.4,5.5,2.2,24.049999999999997,20.841666666666665,18.783333333333335,30.375,0.6183813443072703,212.89166666666668,1.3499999999999999,31.025000000000002,128.16666666666666,4.131077088369594,-3.783333333333333,61.900000000000006,341.05833333333334,5.5098276790522345,18.2,4.616666666666666,1.1583333333333334
G39T22017,https://www.sports-reference.com/cfb/schools/michigan/2017.html,Michigan,12,Big Ten (East Division),8,0.6666666666666666,13.44,6.98,12.3,25.2,48.8,150.1,0.8,271.0,4.5,13.8,5.5,1.3,25.716666666666665,18.2,13.633333333333333,25.066666666666666,0.5438829787234042,168.54999999999998,0.7583333333333333,40.34166666666667,186.34166666666667,4.619086965502995,-4.0,66.40833333333333,354.89166666666665,5.344083322876145,17.541666666666668,6.6499999999999995,1.3166666666666667
G40T12017,https://www.sports-reference.com/cfb/schools/alabama/2017.html,Alabama,13,SEC (West Division),12,0.9230769230769231,21.25,5.46,16.4,30.4,53.8,165.7,0.6,261.4,4.0,15.4,4.4,1.7,37.95384615384615,11.046153846153846,14.415384615384616,23.16923076923077,0.6221779548472776,193.8923076923077,1.9230769230769231,44.60000000000001,255.72307692307692,5.733701276302172,-11.353846153846153,67.23076923076923,449.723076923077,6.689244851258582,22.36923076923077,4.815384615384616,0.6769230769230768
G40T22017,https://www.sports-reference.com/cfb/schools/georgia/2017.html,Georgia,14,SEC (East Division),13,0.9285714285714286,22.47,7.01,16.3,29.1,55.8,168.9,1.3,294.9,4.7,15.6,5.2,1.3,36.285714285714285,15.714285714285712,12.142857142857142,19.464285714285715,0.6238532110091742,172.96428571428572,1.6428571428571428,45.82142857142857,267.35714285714283,5.834762275915822,-6.5,64.35714285714286,440.32142857142856,6.8418423973362925,20.607142857142858,6.321428571428571,1.0357142857142858
G1T12016,https://www.sports-reference.com/cfb/schools/appalachian-state/2016.html,Appalachian State,12,Sun Belt,9,0.75,8.83,-2.87,19.6,34.2,57.4,203.8,0.9,329.3,5.0,17.8,5.9,1.7,29.049999999999997,16.95,15.733333333333333,25.091666666666665,0.6270342079043507,184.0,1.2166666666666666,44.375,252.975,5.7008450704225355,-22.95,68.3,436.97499999999997,6.397877013177159,22.183333333333334,6.441666666666666,1.0833333333333333
G1T22016,https://www.sports-reference.com/cfb/schools/toledo/2016.html,Toledo,12,MAC (West Division),9,0.75,4.94,-3.75,17.5,31.8,54.8,220.8,1.8,397.1,5.8,19.7,6.5,0.8,38.833333333333336,25.25833333333333,22.766666666666666,33.041666666666664,0.6890290037831022,329.11666666666673,3.625,40.51666666666666,200.66666666666666,4.952694364459071,-9.174999999999999,73.39166666666667,529.7833333333333,7.218576132621778,25.049999999999997,7.0,1.1916666666666667
G2T12016,https://www.sports-reference.com/cfb/schools/arkansas-state/2016.html,Arkansas State,12,Sun Belt,7,0.5833333333333334,-0.56,-5.64,17.7,32.6,54.2,219.5,1.2,362.8,5.0,19.3,6.8,1.7,26.99166666666667,22.208333333333332,18.283333333333335,31.308333333333334,0.5839765770561619,245.29999999999998,1.4833333333333334,40.949999999999996,146.21666666666667,3.570614570614571,-0.7916666666666666,71.25833333333334,391.51666666666665,5.494328148754531,20.783333333333335,7.633333333333333,1.3250000000000002
G2T22016,https://www.sports-reference.com/cfb/schools/central-florida/2016.html,Central Florida,12,American (East Division),6,0.5,-0.01,-1.86,17.2,33.2,51.6,200.8,1.2,370.3,4.8,19.6,6.2,2.0,30.11666666666667,24.066666666666666,18.2,33.375,0.5453183520599251,209.59166666666667,1.1083333333333334,39.875,151.96666666666667,3.811076280041797,1.0583333333333333,74.75,361.45000000000005,4.835451505016723,19.383333333333333,6.666666666666667,1.8083333333333333
G3T12016,https://www.sports-reference.com/cfb/schools/new-mexico/2016.html,New Mexico,12,MWC (Mountain Division),8,0.6666666666666666,-1.21,-5.44,15.5,26.5,58.3,222.3,1.8,394.8,6.3,19.5,4.7,1.0,37.84166666666667,32.458333333333336,7.766666666666667,14.450000000000001,0.5374855824682814,109.28333333333332,0.8666666666666667,56.80833333333333,360.9166666666667,6.353234560657182,-14.35,67.425,470.20000000000005,6.9736744530960335,21.11666666666667,6.658333333333332,1.1916666666666667
G3T22016,https://www.sports-reference.com/cfb/schools/texas-san-antonio/2016.html,Texas-San Antonio,12,CUSA (West Division),6,0.5,-3.92,-5.07,17.2,31.4,54.9,229.5,1.7,392.0,5.7,20.8,5.8,1.4,29.966666666666665,28.308333333333334,17.150000000000002,29.791666666666668,0.5756643356643357,221.56666666666663,2.0,41.38333333333333,154.89166666666668,3.7428513894482482,-18.658333333333335,70.175,376.4583333333333,5.364564778529866,19.566666666666666,7.0249999999999995,1.2166666666666666
G4T12016,https://www.sports-reference.com/cfb/schools/san-diego-state/2016.html,San Diego State,13,MWC (West Division),10,0.7692307692307693,5.97,-5.17,17.1,31.8,53.9,209.7,1.6,315.4,4.8,16.9,5.2,2.1,35.292307692307695,20.984615384615385,11.184615384615386,18.63076923076923,0.6003303055326178,145.76923076923077,1.4307692307692306,47.815384615384616,273.3538461538461,5.716859716859716,-7.184615384615385,64.56923076923077,419.1230769230769,6.491065046461758,20.43076923076923,7.3076923076923075,1.1846153846153848
G4T22016,https://www.sports-reference.com/cfb/schools/houston/2016.html,Houston,12,American (West Division),9,0.75,5.44,-1.94,18.1,32.2,56.1,219.5,1.5,319.6,4.8,16.4,5.7,1.4,37.949999999999996,22.625,27.275000000000002,40.71666666666667,0.6698731068358575,301.90833333333336,1.9500000000000002,43.96666666666667,157.275,3.577141774071266,0.3000000000000001,84.10000000000001,459.18333333333334,5.45996829171621,24.88333333333333,4.708333333333333,1.7249999999999999
G5T12016,https://www.sports-reference.com/cfb/schools/southern-mississippi/2016.html,Southern Mississippi,12,CUSA (West Division),6,0.5,-3.73,-5.04,13.1,24.0,54.5,174.9,1.5,324.8,5.7,14.8,6.6,1.2,33.199999999999996,30.208333333333332,21.641666666666666,36.36666666666667,0.595096241979835,294.21666666666664,2.0,41.458333333333336,181.25833333333333,4.372060301507537,-9.083333333333334,78.65833333333333,475.47499999999997,6.044814069287001,23.733333333333334,7.041666666666667,2.5416666666666665
G5T22016,https://www.sports-reference.com/cfb/schools/louisiana-lafayette/2016.html,Louisiana,12,Sun Belt,6,0.5,-6.18,-4.95,20.8,33.8,61.7,249.9,1.4,379.5,5.3,20.4,6.2,1.4,23.816666666666666,25.075000000000003,16.341666666666665,26.766666666666666,0.6105230386052304,185.13333333333333,0.9750000000000001,46.80833333333333,181.26666666666668,3.8725298201887135,-11.35,71.49166666666666,366.40000000000003,5.1250728523137905,19.483333333333334,7.300000000000001,1.3250000000000002
G6T12016,https://www.sports-reference.com/cfb/schools/tulsa/2016.html,Tulsa,12,American (West Division),9,0.75,6.91,-3.71,20.0,37.5,53.4,250.2,1.2,426.5,5.5,20.1,7.6,1.6,41.458333333333336,31.450000000000003,19.791666666666668,34.125,0.57997557997558,260.7416666666667,2.2916666666666665,52.21666666666667,262.51666666666665,5.027449728694542,-19.041666666666668,85.86666666666666,523.2583333333333,6.093847049689441,28.25833333333333,6.25,1.7333333333333334
G6T22016,https://www.sports-reference.com/cfb/schools/central-michigan/2016.html,Central Michigan,12,MAC (West Division),6,0.5,-5.6,-2.91,19.1,31.8,59.9,222.9,2.5,391.9,5.7,19.9,4.5,1.4,27.658333333333335,28.24166666666667,21.208333333333332,35.050000000000004,0.6050879695672847,276.44166666666666,1.9500000000000002,29.74166666666667,118.64166666666667,3.9890725693471554,-5.3999999999999995,67.125,395.0833333333333,5.885785226567349,19.86666666666667,4.783333333333333,1.7000000000000002
G7T12016,https://www.sports-reference.com/cfb/schools/western-kentucky/2016.html,Western Kentucky,13,CUSA (East Division),10,0.7692307692307693,8.68,-4.03,23.4,39.9,58.8,279.4,1.8,376.6,5.2,20.0,6.9,1.5,45.07692307692308,24.10769230769231,21.93846153846154,33.87692307692308,0.6475930971843779,336.86153846153843,3.0,35.169230769230765,180.58461538461538,5.134733158355206,-17.46153846153846,67.66153846153847,517.3384615384616,7.645975443383357,24.33846153846154,6.4923076923076914,1.4307692307692306
